"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Área destinada à colheita (Hectares)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Santana (BA)";"-";"-";"-";"-";"90";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santanópolis (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santa Rita de Cássia (BA)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Terezinha (BA)";"-";"-";"-";"-";"8";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Santo Amaro (BA)";"-";"-";"-";"-";"285";"-";"...";"153";"-";"-";"-";"...";"-";"4";"-";"33";"15";"-";"-";"-";"-";"16";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio de Jesus (BA)";"1";"-";"-";"-";"82";"-";"...";"350";"-";"-";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"784";"2";"-";"1";"-";"18";"-";"-";"-";"-";"-";"-";"-";"288";"-";"-";"-"
"Santo Estêvão (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Desidério (BA)";"-";"-";"-";"-";"6";"-";"...";"-";"1813";"1813";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"138";"40";"-";"-";"3";"10";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"São Domingos (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2700";"-";"-";"-";"-"
"São Félix (BA)";"-";"-";"-";"-";"46";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"30";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Coribe (BA)";"-";"-";"-";"-";"175";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"30";"-";"-";"-";"-";"-";"150";"36";"-";"100";"250";"45";"-";"-";"-";"-";"-";"-";"-";"175";"-";"-";"-"
"São Felipe (BA)";"-";"-";"-";"-";"62";"-";"...";"7";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"155";"20";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco do Conde (BA)";"-";"-";"-";"-";"83";"-";"...";"160";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gabriel (BA)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo dos Campos (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São José da Vitória (BA)";"-";"-";"-";"-";"130";"125";"...";"2731";"10";"-";"10";"...";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"2";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Jacuípe (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Miguel das Matas (BA)";"-";"-";"-";"-";"143";"-";"...";"2400";"-";"-";"-";"...";"-";"21";"-";"-";"-";"-";"-";"-";"-";"231";"-";"-";"1";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Sebastião do Passé (BA)";"-";"-";"-";"-";"10";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sapeaçu (BA)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1030";"1147";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sátiro Dias (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"220";"-";"5";"-";"-";"-";"18";"-";"143";"561";"-";"77";"-";"71";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-"
"Saubara (BA)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Saúde (BA)";"-";"-";"-";"-";"37";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Seabra (BA)";"1";"-";"-";"-";"106";"-";"...";"-";"1442";"1442";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"20";"-";"10";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-"
"Sebastião Laranjeiras (BA)";"-";"-";"-";"-";"45";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"30";"-";"-";"-";"11";"-";"3";"-";"-";"17";"70";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Senhor do Bonfim (BA)";"-";"-";"-";"-";"62";"-";"...";"-";"2";"2";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"2";"-";"-";"1";"3";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serra do Ramalho (BA)";"-";"-";"-";"-";"630";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"450";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sento Sé (BA)";"-";"-";"-";"-";"80";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"30";"-";"-";"-";"8";"-";"-";"6";"-";"15";"1180";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"Serra Dourada (BA)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serra Preta (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Serrinha (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Serrolândia (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Simões Filho (BA)";"-";"-";"-";"-";"15";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sítio do Mato (BA)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"4";"-";"-";"-";"-";"9";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sítio do Quinto (BA)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sobradinho (BA)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"50";"-";"-";"-";"60";"-";"-";"45";"-";"5";"513";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60"
"Souto Soares (BA)";"-";"-";"-";"-";"3";"-";"...";"-";"150";"150";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"1";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-"
"Tabocas do Brejo Velho (BA)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanhaçu (BA)";"-";"-";"-";"-";"40";"-";"...";"-";"103";"103";"-";"...";"-";"-";"-";"40";"-";"-";"-";"40";"-";"20";"200";"-";"-";"300";"1000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque Novo (BA)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"3";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanquinho (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Taperoá (BA)";"-";"-";"15";"-";"730";"-";"...";"2700";"84";"-";"84";"...";"-";"-";"-";"24";"1200";"-";"-";"-";"1078";"4";"-";"-";"5";"-";"4";"-";"-";"100";"-";"-";"74";"-";"-";"-";"184";"-"
"Tapiramutá (BA)";"-";"-";"-";"-";"87";"-";"...";"-";"258";"258";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teixeira de Freitas (BA)";"1";"-";"-";"-";"175";"39";"...";"78";"2902";"-";"2902";"...";"-";"-";"-";"26";"-";"-";"-";"1";"-";"4";"-";"-";"80";"-";"20";"-";"-";"-";"-";"-";"40";"-";"-";"-";"161";"-"
"Teodoro Sampaio (BA)";"-";"-";"-";"-";"2";"-";"...";"-";"-";"-";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teofilândia (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1290";"-";"-";"-";"-"
"Teolândia (BA)";"-";"-";"-";"-";"2229";"-";"...";"7336";"6";"-";"6";"...";"-";"66";"-";"22";"-";"-";"-";"-";"132";"4";"-";"-";"-";"2";"10";"-";"-";"13";"-";"-";"18";"-";"-";"-";"10";"-"
"Terra Nova (BA)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tremedal (BA)";"-";"-";"-";"-";"3";"-";"...";"-";"10";"10";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-"
"Tucano (BA)";"-";"-";"-";"-";"20";"-";"...";"-";"-";"-";"-";"...";"-";"800";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"12";"-";"-";"-";"-";"-";"-";"1500";"-";"-";"-";"-"
"Uauá (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-"
"Ubaíra (BA)";"4";"-";"2";"-";"1545";"-";"...";"3500";"19";"19";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"39";"2";"-";"-";"4";"3";"82";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-"
"Ubaitaba (BA)";"1";"-";"32";"-";"371";"-";"...";"2279";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-"
"Ubatã (BA)";"1";"-";"-";"-";"80";"-";"...";"5616";"5";"-";"5";"...";"-";"-";"-";"3";"-";"-";"-";"2";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-";"-";"-";"1";"-";"1";"-";"4";"-"
"Uibaí (BA)";"-";"-";"-";"-";"33";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"4";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Umburanas (BA)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1300";"-";"-";"-";"-"
"Una (BA)";"1";"-";"295";"-";"525";"6377";"...";"14670";"446";"-";"446";"...";"-";"-";"-";"1028";"52";"-";"-";"-";"81";"16";"-";"-";"100";"-";"27";"-";"-";"543";"-";"-";"124";"-";"-";"-";"-";"-"
"Urandi (BA)";"-";"-";"-";"-";"5";"-";"...";"-";"5";"5";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"4";"3";"-";"-";"15";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uruçuca (BA)";"1";"-";"150";"-";"141";"364";"...";"20992";"38";"-";"38";"...";"-";"-";"-";"83";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"335";"-";"-";"3";"-";"-";"-";"-";"-"
"Utinga (BA)";"-";"-";"-";"-";"437";"-";"...";"29";"250";"250";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"250";"-";"41";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-"
"Valença (BA)";"1";"-";"144";"-";"2350";"499";"...";"8200";"127";"-";"127";"...";"-";"44";"-";"650";"1700";"-";"-";"4";"1000";"130";"7";"-";"30";"2";"78";"-";"-";"-";"-";"-";"68";"-";"4";"-";"489";"-"
"Valente (BA)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3400";"-";"-";"-";"-"
"Várzea da Roça (BA)";"-";"-";"-";"-";"7";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"8";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea do Poço (BA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Várzea Nova (BA)";"-";"-";"-";"-";"25";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"6000";"-";"-";"-";"-"
"Varzedo (BA)";"-";"-";"-";"-";"75";"-";"...";"594";"-";"-";"-";"...";"-";"-";"-";"4";"-";"-";"-";"-";"-";"745";"-";"-";"2";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vera Cruz (BA)";"-";"-";"-";"-";"32";"-";"...";"-";"-";"-";"-";"...";"-";"5";"-";"55";"3";"-";"-";"-";"-";"2";"-";"-";"-";"35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Vereda (BA)";"-";"-";"-";"-";"44";"-";"...";"58";"295";"-";"295";"...";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-"
"Vitória da Conquista (BA)";"-";"-";"-";"-";"43";"-";"...";"-";"5491";"5491";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"1";"-";"37";"-";"-";"-";"-";"-";"-";"-";"12";"-";"12";"-"
"Wagner (BA)";"-";"-";"-";"-";"589";"-";"...";"-";"35";"35";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"130";"3";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Wanderley (BA)";"-";"-";"-";"-";"1";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Wenceslau Guimarães (BA)";"-";"-";"-";"-";"2325";"369";"...";"10821";"112";"-";"112";"...";"-";"20";"-";"30";"35";"-";"-";"10";"87";"12";"4";"-";"20";"2";"63";"-";"-";"44";"-";"-";"49";"-";"1";"-";"9";"-"
"Xique-Xique (BA)";"-";"-";"-";"-";"19";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abadia dos Dourados (MG)";"2";"-";"-";"-";"7";"-";"...";"-";"224";"224";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abaeté (MG)";"-";"-";"-";"-";"8";"-";"...";"-";"60";"60";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Abre Campo (MG)";"-";"-";"-";"-";"15";"-";"...";"-";"4100";"4100";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-"
"Acaiaca (MG)";"-";"-";"-";"-";"4";"-";"...";"-";"4";"4";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Açucena (MG)";"2";"-";"-";"-";"32";"-";"...";"-";"3";"3";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"2";"-";"-";"-"
"Água Boa (MG)";"2";"-";"-";"-";"100";"-";"...";"-";"2590";"2310";"280";"...";"-";"-";"-";"2";"-";"-";"-";"-";"-";"7";"2";"-";"-";"-";"1";"-";"-";"-";"-";"-";"9";"-";"2";"-";"-";"-"
"Água Comprida (MG)";"-";"-";"-";"-";"6";"388";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aguanil (MG)";"20";"-";"-";"-";"13";"-";"...";"-";"1917";"1917";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"3";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Águas Formosas (MG)";"-";"-";"-";"-";"5";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-"
"Águas Vermelhas (MG)";"-";"-";"-";"-";"60";"-";"...";"-";"798";"798";"-";"...";"-";"-";"-";"5";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aimorés (MG)";"-";"-";"-";"-";"50";"-";"...";"8";"1650";"680";"970";"...";"-";"-";"-";"80";"-";"-";"-";"1";"-";"4";"3";"-";"-";"8";"-";"-";"-";"-";"-";"-";"7";"-";"4";"-";"-";"-"
"Aiuruoca (MG)";"-";"-";"-";"40";"-";"-";"...";"-";"10";"10";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoa (MG)";"-";"-";"-";"42";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Albertina (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"1500";"1500";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Além Paraíba (MG)";"-";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alfenas (MG)";"-";"-";"-";"-";"90";"-";"...";"-";"12785";"12785";"-";"...";"-";"-";"-";"-";"-";"-";"-";"10";"-";"3";"-";"2";"-";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alfredo Vasconcelos (MG)";"10";"-";"-";"-";"4";"-";"...";"-";"-";"-";"-";"...";"8";"-";"-";"-";"-";"-";"-";"20";"-";"2";"1";"10";"-";"2";"5";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"2"
"Almenara (MG)";"2";"-";"-";"-";"35";"-";"...";"50";"70";"50";"20";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"5";"5";"-";"2";"5";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"1";"-"
"Alpercata (MG)";"2";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"2";"-";"-";"-";"2";"-";"2";"2";"-";"-";"2";"1";"-";"-";"-";"-";"-";"2";"-";"1";"-";"-";"-"
"Alpinópolis (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"6600";"6600";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"Alterosa (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"5335";"5335";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"Alto Caparaó (MG)";"2";"-";"-";"-";"4";"-";"...";"-";"2550";"2550";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Rio Doce (MG)";"7";"-";"-";"-";"3";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"67";"-";"-";"1"
"Alvarenga (MG)";"-";"-";"-";"-";"23";"-";"...";"-";"16";"8";"8";"...";"-";"-";"-";"9";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alvinópolis (MG)";"-";"-";"-";"-";"7";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alvorada de Minas (MG)";"-";"-";"-";"-";"13";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Amparo do Serra (MG)";"-";"-";"-";"-";"21";"-";"...";"-";"360";"360";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"2"
"Andradas (MG)";"8";"-";"-";"40";"720";"-";"...";"-";"6900";"6900";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"2";"-";"-";"-";"-";"6";"-";"-";"5";"-";"-";"70"
"Cachoeira de Pajeú (MG)";"-";"-";"-";"-";"7";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"1";"-";"-";"-";"-";"-";"3";"2";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-"
"Andrelândia (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"310";"310";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"40";"-";"-";"2"
"Angelândia (MG)";"-";"-";"-";"-";"21";"-";"...";"-";"3720";"3720";"-";"...";"-";"-";"-";"-";"-";"-";"-";"1";"-";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"1"
"Antônio Carlos (MG)";"10";"-";"-";"14";"1";"-";"...";"-";"-";"-";"-";"...";"150";"-";"-";"-";"-";"-";"-";"13";"-";"2";"-";"20";"-";"-";"2";"-";"-";"-";"-";"17";"-";"-";"6";"-";"-";"2"
