"Tabela 1613 - Área destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras permanentes"
"Variável - Valor da produção (Mil Reais)"
"Município";"Ano x Produto das lavouras permanentes"
"Município";"2024"
"Município";"Abacate";"Algodão arbóreo (em caroço)";"Açaí";"Azeitona";"Banana (cacho)";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Caqui";"Castanha de caju";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Figo";"Goiaba";"Guaraná (semente)";"Laranja";"Limão";"Maçã";"Mamão";"Manga";"Maracujá";"Marmelo";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Sisal ou agave (fibra)";"Tangerina";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Lima Duarte (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Limeira do Oeste (MG)";"-";"-";"-";"-";"224";"2029";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"280";"-";"-";"-";"-";"158";"-";"-";"-"
"Lontra (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Luisburgo (MG)";"2859";"-";"-";"-";"475";"-";"...";"-";"147600";"147600";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Luislândia (MG)";"-";"-";"-";"-";"385";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Luminárias (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"64633";"64633";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Luz (MG)";"-";"-";"-";"-";"203";"-";"...";"-";"5198";"5198";"-";"...";"-";"-";"-";"18";"-";"-";"-";"1050";"-";"181";"450";"-";"-";"-";"1172";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Machacalis (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Machado (MG)";"540";"-";"-";"-";"981";"-";"...";"-";"459390";"459390";"-";"...";"610";"-";"-";"-";"-";"-";"-";"720";"-";"163";"180";"220";"-";"-";"45";"-";"-";"-";"-";"504";"-";"-";"252";"-";"-";"-"
"Madre de Deus de Minas (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"124";"-";"-";"12526";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-"
"Malacacheta (MG)";"-";"-";"-";"-";"990";"-";"...";"-";"28913";"28913";"-";"...";"-";"-";"-";"50";"-";"-";"-";"-";"-";"60";"12";"-";"-";"-";"225";"-";"-";"-";"-";"-";"53";"-";"-";"-";"18";"-"
"Mamonas (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Manga (MG)";"-";"-";"-";"-";"13100";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2550";"378";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Manhuaçu (MG)";"3315";"-";"-";"-";"732";"-";"...";"-";"678000";"678000";"-";"...";"-";"-";"-";"24";"-";"-";"-";"16";"-";"35";"36";"-";"-";"271";"221";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-"
"Manhumirim (MG)";"420";"-";"-";"-";"70";"-";"...";"-";"165360";"165360";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mantena (MG)";"-";"-";"-";"-";"929";"437";"...";"655";"20247";"10997";"9249";"...";"-";"-";"-";"2880";"-";"-";"-";"-";"-";"-";"-";"-";"-";"436";"249";"-";"-";"-";"-";"-";"375";"-";"-";"-";"-";"-"
"Maravilhas (MG)";"-";"-";"-";"-";"45";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"28";"-";"-";"-";"119";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-"
"Mar de Espanha (MG)";"-";"-";"-";"-";"1026";"-";"...";"-";"2172";"2172";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29";"-";"-";"-"
"Maria da Fé (MG)";"-";"-";"-";"765";"3878";"-";"...";"-";"2634";"2634";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"94";"-";"34";"-";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-";"-";"-";"266"
"Mariana (MG)";"-";"-";"-";"-";"408";"-";"...";"-";"620";"620";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"69";"13";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marilac (MG)";"-";"-";"-";"-";"15298";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"36";"-";"-";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33"
"Mário Campos (MG)";"-";"-";"-";"-";"32";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"66";"-";"-";"-"
"Maripá de Minas (MG)";"-";"-";"-";"-";"96";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marliéria (MG)";"-";"-";"-";"-";"194";"-";"...";"-";"64";"64";"-";"...";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Marmelópolis (MG)";"40";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"340";"-";"-";"46";"112";"-";"-";"-";"-";"480";"-";"-";"-";"2250";"-";"-";"-";"-";"-";"-"
"Martinho Campos (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"455";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Martins Soares (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"70800";"70800";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mata Verde (MG)";"333";"-";"-";"-";"252";"7";"...";"184";"16760";"15504";"1256";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Materlândia (MG)";"-";"-";"-";"-";"23";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mateus Leme (MG)";"384";"-";"-";"-";"975";"-";"...";"-";"526";"526";"-";"...";"-";"-";"-";"28";"-";"-";"-";"344";"-";"24";"30";"-";"-";"81";"1680";"-";"-";"-";"-";"-";"-";"-";"540";"-";"-";"-"
"Matias Barbosa (MG)";"-";"-";"-";"-";"572";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"29";"-";"-";"232";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-"
"Matias Cardoso (MG)";"1230";"-";"-";"-";"60253";"-";"...";"-";"1598";"-";"1598";"...";"54";"-";"-";"66";"-";"-";"-";"42";"-";"1685";"37823";"-";"5558";"39375";"1769";"-";"-";"-";"-";"-";"-";"-";"3268";"-";"-";"-"
"Matipó (MG)";"-";"-";"-";"-";"315";"-";"...";"-";"102960";"102960";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mato Verde (MG)";"-";"-";"-";"-";"81";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Matozinhos (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Matutina (MG)";"77";"-";"-";"-";"-";"-";"...";"-";"6820";"6820";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"309";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Medeiros (MG)";"-";"-";"-";"-";"49";"-";"...";"-";"112624";"112624";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14513";"-";"-";"-";"240";"-";"-";"-";"-";"-";"-";"-";"-";"483";"-";"-";"-"
"Medina (MG)";"-";"-";"-";"-";"134";"-";"...";"-";"124";"124";"-";"...";"-";"-";"-";"29";"-";"-";"-";"-";"-";"90";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-"
"Mendes Pimentel (MG)";"-";"-";"-";"-";"349";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"706";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mercês (MG)";"26";"-";"-";"-";"717";"-";"...";"-";"367";"367";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-"
"Mesquita (MG)";"-";"-";"-";"-";"413";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"210";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-"
"Minas Novas (MG)";"300";"-";"-";"-";"400";"-";"...";"-";"14488";"14488";"-";"...";"-";"-";"-";"5";"-";"-";"-";"-";"-";"255";"36";"-";"52";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18"
"Minduri (MG)";"103";"-";"-";"-";"68";"-";"...";"-";"60";"60";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"419";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3049";"-";"-";"-"
"Mirabela (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Miradouro (MG)";"185";"-";"-";"-";"3200";"-";"...";"-";"56736";"56736";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"206"
"Miraí (MG)";"-";"-";"-";"-";"645";"20";"...";"-";"8157";"8157";"-";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Miravânia (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Moeda (MG)";"-";"-";"-";"-";"62";"-";"...";"-";"61";"61";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2365";"-";"-";"105"
"Moema (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Monjolos (MG)";"18";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"213";"-";"-";"432";"300";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-"
"Monsenhor Paulo (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"122703";"122703";"-";"...";"-";"-";"-";"-";"-";"-";"-";"23";"-";"5581";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7728";"-";"-";"105"
"Montalvânia (MG)";"-";"-";"-";"-";"9991";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"4718";"-";"-";"-";"-";"-";"-";"-";"799";"-";"-";"-";"-";"-"
"Monte Alegre de Minas (MG)";"2063";"-";"-";"-";"7683";"2478";"...";"-";"6731";"6731";"-";"...";"-";"-";"-";"18";"-";"-";"-";"-";"-";"42088";"829";"-";"2772";"1540";"956";"-";"-";"6127";"-";"-";"-";"-";"430";"-";"-";"-"
"Monte Azul (MG)";"-";"-";"-";"-";"369";"-";"...";"-";"108";"108";"-";"...";"-";"-";"-";"167";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Monte Belo (MG)";"-";"-";"-";"-";"108";"-";"...";"-";"168415";"168415";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-"
"Monte Carmelo (MG)";"10773";"-";"-";"-";"2194";"3430";"...";"-";"531167";"531167";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"168";"637";"2025";"-";"-";"47";"-";"-";"-";"-";"480";"-";"-";"-"
"Monte Formoso (MG)";"-";"-";"-";"-";"63";"-";"...";"-";"377";"377";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-"
"Monte Santo de Minas (MG)";"1440";"-";"-";"-";"127";"-";"...";"-";"344560";"344560";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4770";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"244";"-";"-";"-"
"Montes Claros (MG)";"54";"-";"-";"-";"36043";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"66";"-";"-";"-";"-";"-";"232";"450";"-";"4347";"4116";"192";"-";"-";"910";"-";"-";"-";"-";"903";"-";"-";"-"
"Monte Sião (MG)";"-";"-";"-";"-";"118";"-";"...";"-";"70983";"70983";"-";"...";"-";"-";"-";"-";"-";"-";"-";"38";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"585"
"Montezuma (MG)";"-";"-";"-";"-";"70";"-";"...";"-";"752";"752";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morada Nova de Minas (MG)";"-";"-";"-";"-";"-";"23";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro da Garça (MG)";"-";"-";"-";"-";"56";"214";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morro do Pilar (MG)";"-";"-";"-";"-";"75";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"134";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6";"-"
"Munhoz (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"389";"389";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Muriaé (MG)";"216";"-";"-";"-";"1600";"683";"...";"-";"19392";"18432";"960";"...";"-";"-";"-";"53";"-";"-";"-";"205";"-";"88";"-";"-";"-";"-";"1071";"-";"-";"360";"-";"-";"-";"-";"-";"-";"-";"336"
"Mutum (MG)";"1250";"-";"-";"-";"1290";"-";"...";"-";"177992";"165466";"12526";"...";"-";"-";"-";"454";"-";"-";"-";"-";"-";"129";"24";"-";"-";"520";"-";"-";"-";"-";"-";"-";"34";"-";"39";"-";"-";"-"
"Muzambinho (MG)";"37";"-";"-";"-";"69";"-";"...";"-";"228456";"228456";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nacip Raydan (MG)";"-";"-";"-";"-";"109";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nanuque (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"-";"-";"288";"-";"-";"-";"-";"-"
"Naque (MG)";"-";"-";"-";"-";"122";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"53";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Natalândia (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"510";"-";"-";"-";"-";"-";"-";"-";"-";"196";"86";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Natércia (MG)";"-";"-";"-";"-";"1238";"-";"...";"-";"101329";"101329";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nazareno (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"71148";"71148";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"91"
"Nepomuceno (MG)";"1463";"-";"-";"-";"194";"-";"...";"-";"284724";"284724";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"-";"25"
"Ninheira (MG)";"-";"-";"-";"-";"150";"-";"...";"-";"114838";"114838";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Belém (MG)";"26";"-";"-";"-";"713";"-";"...";"-";"107048";"74232";"32816";"...";"-";"-";"-";"27";"-";"-";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"216";"-";"-";"91";"-";"104";"-";"-";"-"
"Nova Era (MG)";"-";"-";"-";"-";"282";"-";"...";"-";"340";"340";"-";"...";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Lima (MG)";"50";"-";"-";"-";"85";"-";"...";"-";"39";"39";"-";"...";"-";"-";"-";"-";"-";"-";"-";"124";"-";"24";"138";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"-";"-";"-"
"Nova Módica (MG)";"-";"-";"-";"-";"398";"-";"...";"-";"196";"-";"196";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"226";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Ponte (MG)";"30";"-";"-";"-";"372";"-";"...";"-";"31042";"31042";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56";"-";"-";"-";"80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Nova Porteirinha (MG)";"-";"-";"-";"-";"149634";"-";"...";"-";"135";"135";"-";"...";"-";"-";"-";"94";"-";"-";"-";"6237";"-";"-";"198";"-";"3760";"9135";"567";"-";"-";"-";"-";"-";"-";"-";"280";"-";"-";"9012"
"Nova Resende (MG)";"243";"-";"-";"-";"119";"-";"...";"-";"412028";"412028";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4455";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208";"-";"-";"38"
"Nova Serrana (MG)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Novo Cruzeiro (MG)";"-";"-";"-";"-";"365";"-";"...";"-";"28564";"28564";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128";"-";"-";"207";"-";"-";"-";"-";"-";"-";"-";"36";"-";"24";"-";"19";"-"
"Novo Oriente de Minas (MG)";"-";"-";"-";"-";"99";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"132";"-";"-";"-";"-";"-";"-";"-";"788";"-";"-";"-";"-";"-"
"Novorizonte (MG)";"-";"-";"-";"-";"801";"-";"...";"-";"738";"738";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"97";"351";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-"
"Olaria (MG)";"-";"-";"-";"-";"64";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olhos-d'Água (MG)";"-";"-";"-";"-";"86";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Olímpio Noronha (MG)";"-";"-";"-";"-";"1500";"-";"...";"-";"24085";"24085";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Oliveira (MG)";"-";"-";"-";"-";"120";"-";"...";"-";"262991";"262991";"-";"...";"-";"-";"-";"-";"-";"-";"-";"135";"-";"4325";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"96"
"Oliveira Fortes (MG)";"-";"-";"-";"-";"1119";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"480";"-";"-";"-";"-";"-";"-"
"Onça de Pitangui (MG)";"45";"-";"-";"-";"540";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"-";"-";"2594";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Oratórios (MG)";"-";"-";"-";"-";"301";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-"
"Orizânia (MG)";"-";"-";"-";"-";"528";"-";"...";"-";"126461";"126461";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ouro Branco (MG)";"783";"-";"-";"-";"240";"-";"...";"-";"102";"102";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26";"105";"-";"83";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-"
"Ouro Fino (MG)";"56";"-";"-";"-";"252";"-";"...";"-";"194238";"194238";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"248";"234";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"135";"-";"-";"-"
"Ouro Preto (MG)";"-";"-";"-";"-";"289";"-";"...";"-";"390";"390";"-";"...";"-";"-";"-";"-";"-";"-";"-";"135";"-";"413";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12"
"Ouro Verde de Minas (MG)";"-";"-";"-";"-";"989";"-";"...";"-";"4600";"964";"3636";"...";"-";"-";"-";"50";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"533";"-";"-";"-";"46";"-"
"Padre Carvalho (MG)";"-";"-";"-";"-";"-";"-";"...";"-";"121";"121";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Padre Paraíso (MG)";"-";"-";"-";"-";"1490";"-";"...";"-";"2294";"2294";"-";"...";"-";"-";"-";"8";"-";"-";"-";"-";"-";"129";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"6";"-"
"Paineiras (MG)";"-";"-";"-";"-";"103";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"-";"-";"-"
"Pains (MG)";"20";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"153";"-";"-";"122";"-";"-";"-";"175";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pai Pedro (MG)";"-";"-";"-";"-";"180";"-";"...";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paiva (MG)";"-";"-";"-";"-";"231";"-";"...";"-";"63";"63";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
